GLDay;GLMonth;GLYear;ConfigSKU;SKU;ConfigName;Supplier;Designer;Category;Buyer;Date QCed;01_WHSamples_OUT;02_SampleRoom_IN;03_SampleRoom_TO_studio;04_SampleRoom_FROM_studio;05_SampleRoom_OUT;06_WHSamples_IN
13.0;5.0;2015.0;I6N2T62;I6N2T620034;Printed pencil dress;Sage;edit;Dresses;Liezel;2015-05-18 15:53:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
13.0;5.0;2015.0;XVPW513;XVPW513000M;Pascal scarf;The Scottish Knitwear Group;Pringle of Scotland;Headwear And Neckwear;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-06-01 00:00:00
15.0;4.0;2015.0;5V92DD9;5V92DD90007;Beatty;Hush Puppies;Hush Puppies;Casual Shoes;Bukiwe;2015-05-15 11:52:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
17.0;6.0;2015.0;P925BZD;P925BZD000M;Apollo argyle socks;The Scottish Knitwear Group;Pringle of Scotland;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
20.0;5.0;2015.0;764JY2Q;764JY2Q000M;Black/Ivory jersey dress;Chapatti ;edit;Dresses;Liezel;2015-05-18 14:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
27.0;5.0;2015.0;B9NL8FK;B9NL8FK00NA;The Boss Mug;P Cronje T/A Big Blue Wholesale;BIG BLUE;Tea & Coffee Accessories;Kerry;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;6D8L1LI;6D8L1LI000M;Tunic with pockets;Chapatti Trading;c(inch);Dresses;Clarissa;2015-06-02 00:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
20.0;5.0;2015.0;4BS1R37;4BS1R370034;Navy/Turquoise textured fit & flare dress;Kate Jordan Designs Cc;STYLE REPUBLIC;Dresses;Liezel;2015-05-15 10:28:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-06-02 00:00:00
27.0;5.0;2015.0;WULZAU7;WULZAU70010;Indian print shift dress;Pretty Girl Fashion;Revenge;Dresses;JeanneMarie;2015-05-19 09:29:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
20.0;5.0;2015.0;6T618F8;6T618F80034;Grey high waisted trouser;Kate Jordan Designs Cc;STYLE REPUBLIC;Bottoms;Liezel;2015-06-02 00:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-06-02 00:00:00
15.0;4.0;2015.0;JAJ29H1;JAJ29H10007;Long boots with fold over;Miss Black ;Miss Black;Boots;Kristy;2015-03-25 15:29:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;779DM3A;779DM3A0034;Animal print pencil dress;Sage;edit;Dresses;Liezel;2015-05-18 15:53:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;
13.0;5.0;2015.0;8T2TOU4;8T2TOU4000M;Animal print Tee S/S;PWT Group;Shine;Casual Wear;Craig;2015-05-18 13:15:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
27.0;5.0;2015.0;N9162JT;N9162JT00NA;Elephant Organizer;P Cronje T/A Big Blue Wholesale;BIG BLUE;Wall Art;Kerry;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
20.0;5.0;2015.0;96J862H;96J862H0034;Coral kimono tie dress;Kate Jordan Designs Cc;STYLE REPUBLIC;Dresses;Liezel;2015-05-15 11:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-06-18 00:00:00;2015-06-18 00:00:00;
13.0;5.0;2015.0;5BW91H7;5BW91H70034;Black hanky hem tunic;Sage;edit;Tops;Liezel;2015-05-18 16:08:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
20.0;5.0;2015.0;ON86T16;ON86T160034;Ivory high waisted trouser;Kate Jordan Designs Cc;STYLE REPUBLIC;Bottoms;Liezel;2015-06-02 00:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
13.0;5.0;2015.0;52835JX;52835JX000M;Fluffy jersey;Chapatti Trading;c(inch);Jacket & Knitwear;Clarissa;2015-05-18 11:20:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;
10.0;6.0;2015.0;T8LZ228;T8LZ228OSFA;Hanky;House of Monatic;C Squared;Formal Wear;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;D8F8FQI;D8F8FQI0034;Printed hanky hem tunic;Sage;edit;Tops;Liezel;2015-05-18 16:08:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
15.0;4.0;2015.0;SND4ACM;SND4ACM000M;Fluffy dress;Chapatti;c(inch);Dresses;Clarissa;2015-05-15 15:19:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
15.0;7.0;2015.0;QK22BY2;QK22BY20034;Black trench dress;Afrodizzy;edit;Dresses;Liezel;2015-05-15 15:01:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
15.0;4.0;2015.0;7H81WVR;7H81WVR0007;Textured boot;Miss Black ;Miss Black;Boots;Kristy;2015-03-25 15:29:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
15.0;4.0;2015.0;X7C8SNS;X7C8SNS000M;Fluffy dress;Chapatti;c(inch);Dresses;Clarissa;2015-05-15 15:19:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
27.0;5.0;2015.0;Q76B9R3;Q76B9R31218;Stripe 2fer tee;Just Chillin;Just chillin;Boys;Kate;2015-05-15 14:47:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;3H441YX;3H441YX036M;Stretch denim dungaree;Just Chillin;Just chillin;Boys;Kate;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;4898KJ3;4898KJ3000M;Loose fit cardigan;Chapatti Trading;c(inch);Jacket & Knitwear;Clarissa;2015-06-11 13:28:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
10.0;6.0;2015.0;X96X8BO;X96X8BO0007;Floral Hi - tops;Soviet Apparel Pty Ltd;SOVIET;Flats;Kristy;2015-05-15 11:52:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-05-29 00:00:00
27.0;5.0;2015.0;PJF4F82;PJF4F8200NA;Spredo;P Cronje T/A Big Blue Wholesale;BIG BLUE;Utensils & Gadgets;Kerry;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;FFQ775E;FFQ775E0034;Black peplum jacket;Afrodizzy;STYLE REPUBLIC;Jacket & Knitwear;Liezel;2015-05-15 12:13:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
13.0;5.0;2015.0;VIUG43S;VIUG43S0034;Structured Jacket;Kate Jordan Designs Cc;c(inch);Jacket & Knitwear;Clarissa;2015-05-15 09:56:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-06-18 00:00:00;2015-06-18 00:00:00;
27.0;5.0;2015.0;Q76ZUAK;Q76ZUAK00NA;Consol Hiball with silicone grip Green;Home And Catering Suppliers;Consol;Drinkware;Kerry;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;D69KNPZ;D69KNPZ0034;Structured Jacket;Kate Jordan Designs Cc;c(inch);Jacket & Knitwear;Clarissa;2015-05-15 09:56:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;AS15WS2;AS15WS2000M;Fluffy jersey;Chapatti Trading;c(inch);Jacket & Knitwear;Clarissa;2015-05-18 11:20:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;9U3W774;9U3W7740034;Teal kimono tie dress;Kate Jordan Designs Cc;STYLE REPUBLIC;Dresses;Liezel;2015-05-15 08:46:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
20.0;5.0;2015.0;G16O373;G16O3730034;Black textured fit & flare dress;Kate Jordan Designs Cc;STYLE REPUBLIC;Dresses;Liezel;2015-05-15 10:28:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;574AHD1;574AHD10034;Black cross over frill dress;Afrodizzy;edit;Dresses;Liezel;2015-05-15 11:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
27.0;5.0;2015.0;94741M1;94741M100NA;Apple Shot;P Cronje T/A Big Blue Wholesale;BIG BLUE;Utensils & Gadgets;Kerry;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;H89FR7S;H89FR7S0034;Ivory babydoll tunic;Sage;edit;Tops;Liezel;2015-05-29 15:20:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
20.0;5.0;2015.0;XQ51EL3;XQ51EL30034;Red trench dress;Afrodizzy;edit;Dresses;Liezel;2015-05-15 15:01:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
10.0;6.0;2015.0;GF6YM3H;GF6YM3H0007;Animal print hi- top.;Soviet Apparel Pty Ltd;SOVIET;Flats;Kristy;2015-05-15 11:52:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;I5349AH;I5349AH0034;Structured Jacket;Kate Jordan Designs Cc;c(inch);Jacket & Knitwear;Clarissa;2015-05-29 15:20:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
27.0;5.0;2015.0;9RN93FE;9RN93FE00NA;Cucumbo;P Cronje T/A Big Blue Wholesale;BIG BLUE;Utensils & Gadgets;Kerry;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;LXW3Q52;LXW3Q520034;Taupe fit & flare dress;Sage;edit;Dresses;Liezel;2015-05-19 12:14:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
17.0;6.0;2015.0;6K6P9TG;6K6P9TG000M;GTD running short 5;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
13.0;5.0;2015.0;9HP7475;9HP7475000M;Backstreet Hoodie;Sector Group;Lee;Casual Wear;Craig;2015-05-19 10:52:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
17.0;6.0;2015.0;VW7MB2Z;VW7MB2Z000M;Storm stow jacket;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;;;
3.0;6.0;2015.0;Z1DE35O;Z1DE35O0034;Laula shift dress (red);Maya Prass Clothing;Maya Prass;Dresses;JeanneMarie;2015-05-19 09:29:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;;;
13.0;5.0;2015.0;P6V43CK;P6V43CK000M;Denim Print T-shirt;Sector Group;Lee;Casual Wear;Craig;2015-05-19 10:52:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
17.0;6.0;2015.0;Y3A2626;Y3A2626000M;Voltage crew;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-08 00:00:00;2015-06-08 00:00:00;
27.0;5.0;2015.0;KW1UFC3;KW1UFC3000M;Chesney T-shirt;Sector Group;555 Soul;Casual Wear;Craig;2015-05-19 12:14:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;LP443S3;LP443S3000M;Jude Sweater;Sector Group;Lee;Casual Wear;Craig;2015-05-29 15:20:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
3.0;6.0;2015.0;PTDB882;PTDB8820034;Suzani coat (oxblood);Maya Prass Clothing;Maya Prass;Jacket & Knitwear;JeanneMarie;2015-05-19 09:29:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;;;2015-05-29 00:00:00
3.0;6.0;2015.0;13N9AO6;13N9AO60007;Skate;Polo Distribution Pty Ltd;Polo;Casual Shoes;Bukiwe;2015-05-19 09:29:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
3.0;6.0;2015.0;9DD5TW5;9DD5TW50034;Victoria trouser;Maya Prass Clothing;Maya Prass;Bottoms;JeanneMarie;2015-05-19 09:29:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;;;
13.0;5.0;2015.0;O1GH4K2;O1GH4K20034;Printed fit & flare dress;Sage;edit;Dresses;Liezel;2015-05-19 12:14:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;2RC17H4;2RC17H40034;Black fit & flare dress;Sage;edit;Dresses;Liezel;2015-05-29 15:20:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
3.0;6.0;2015.0;8M819OA;8M819OA0007;Skate;Polo Distribution Pty Ltd;Polo;Casual Shoes;Bukiwe;2015-05-19 09:29:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;41W6TL5;41W6TL5000M;Havana Sweater;Sector Group;555 Soul;Casual Wear;Craig;2015-05-19 12:14:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;FHFW9TR;FHFW9TR0007;Mexico 66.;Gunnerway;Onitsuka Tiger;Casual Shoes;Bukiwe;2015-05-19 12:14:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
17.0;6.0;2015.0;351222M;351222M000M;Reaxion crew;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-08 00:00:00;2015-06-08 00:00:00;
17.0;6.0;2015.0;E4S495E;E4S495E000M;Reaxion crew;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-08 00:00:00;2015-06-08 00:00:00;
17.0;6.0;2015.0;EE74948;EE74948000M;Better than naked long haul short;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
27.0;5.0;2015.0;Z74EO22;Z74EO22000S;Tunic with pockets;Chapatti Trading;c(inch);Dresses;Clarissa;2015-05-18 08:55:00;2015-05-19 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-05-29 00:00:00
17.0;6.0;2015.0;ED5M1JV;ED5M1JV000M;Voltage crew;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;;;
17.0;6.0;2015.0;9VAD4LE;9VAD4LE000M;GTD running short 7;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
13.0;5.0;2015.0;S7V2LO7;S7V2LO70034;Teal babydoll tunic;Sage;edit;Tops;Liezel;2015-05-19 10:52:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;;;2015-05-29 00:00:00
20.0;5.0;2015.0;N67VSSP;N67VSSP0007;Mexico 66 melt.;Gunnerway;Onitsuka Tiger;Casual Shoes;Bukiwe;2015-05-19 12:14:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
17.0;6.0;2015.0;N3RE66Y;N3RE66Y000M;Graphic reaxion crew;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-08 00:00:00;2015-06-08 00:00:00;
10.0;6.0;2015.0;4N2E9QC;4N2E9QC0007;Mexic 66 melt.;Gunnerway;Onitsuka Tiger;Casual Shoes;Bukiwe;2015-05-19 12:14:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
10.0;6.0;2015.0;Y7233EG;Y7233EG000M;Better than naked;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-08 00:00:00;2015-06-08 00:00:00;
27.0;5.0;2015.0;8529JO2;8529JO2000S;Tunic with pockets;Chapatti Trading;c(inch);Dresses;Clarissa;2015-06-08 16:37:00;2015-05-19 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
10.0;6.0;2015.0;LNLT2F1;LNLT2F1000M;Ceresio jacket;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-08 00:00:00;2015-06-08 00:00:00;
10.0;6.0;2015.0;AF643FS;AF643FS000M;Resolve jacket;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-05-20 09:28:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-08 00:00:00;2015-06-08 00:00:00;
13.0;5.0;2015.0;221AD55;221AD55000M;Regal T-shirt.;Sector Group;Lee;Casual Wear;Craig;2015-05-19 10:52:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
10.0;6.0;2015.0;Y65OT57;Y65OT57OSFA;Hanky;House of Monatic;C Squared;Formal Wear;Bukiwe;2015-05-19 09:29:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
17.0;6.0;2015.0;AWJ37TL;AWJ37TLOSFA;Pink Bow tie;House of Monatic;C Squared;Formal Wear;Bukiwe;2015-05-19 09:29:00;2015-05-19 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
13.0;5.0;2015.0;WG9JETF;WG9JETF000M;Gill Jersey;AN Fashions;Smith & Jones;Casual Wear;Craig;2015-05-20 15:43:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;Y4HR168;Y4HR168000M;Gill Jersey;AN Fashions;Smith & Jones;Casual Wear;Craig;2015-05-20 15:43:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
17.0;6.0;2015.0;T4D54OM;T4D54OMOSFA;Hattie Vibrant snake skin tote.;Pauls Boutique;Paul’s Boutique;Handbags;Kristy;2015-06-01 16:06:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
17.0;6.0;2015.0;5XN149Z;5XN149Z000M;Mylor Jersey;AN Fashions;Tokyo Tigers;Casual Wear;Craig;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
17.0;6.0;2015.0;756E3AB;756E3AB000M;Mylor Jersey;AN Fashions;Tokyo Tigers;Casual Wear;Craig;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
17.0;6.0;2015.0;JD6J6HT;JD6J6HT000M;Break UP Tee;AN Fashions;Crosshatch;Casual Wear;Craig;2015-05-20 15:43:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
13.0;5.0;2015.0;DN2L2J7;DN2L2J7000M;Fleet Shirt;AN Fashions;Smith & Jones;Casual Wear;Craig;2015-05-20 15:43:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
24.0;6.0;2015.0;1AFLRJQ;1AFLRJQ000M;Butan Dashiki Zip up Hoodie.;LSJ Clothing and Merchandising;Butan;Casual Wear;Bukiwe;2015-06-11 13:28:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;2M613G6;2M613G6000M;Fleet Shirt.;AN Fashions;Smith & Jones;Casual Wear;Craig;2015-05-20 15:43:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
17.0;6.0;2015.0;Q57P7MR;Q57P7MR000M;Clamped Tee;AN Fashions;Dstruct;Casual Wear;Craig;2015-05-20 15:43:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
13.0;5.0;2015.0;F54Z5K2;F54Z5K2000M;Gill Jersey;AN Fashions;Smith & Jones;Casual Wear;Craig;2015-05-29 15:20:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
3.0;6.0;2015.0;JJ13D1X;JJ13D1X000M;Black belted cape;Glacier International;Passionknit;Jacket & Knitwear;JeanneMarie;2015-05-20 15:13:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;;;
13.0;5.0;2015.0;46WT7O7;46WT7O7000M;Fleet Shirt;AN Fashions;Smith & Jones;Casual Wear;Craig;2015-05-20 15:43:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
17.0;6.0;2015.0;J36V479;J36V479000M;Crantock Jersey;AN Fashions;Tokyo Tigers;Casual Wear;Craig;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
24.0;6.0;2015.0;8X3FL16;8X3FL16000M;Leks Golfer;AN Fashions;Crosshatch;Casual Wear;Craig;2015-05-20 15:43:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
24.0;6.0;2015.0;913WA96;913WA96000M;Stoneleigh Tee;AN Fashions;Smith & Jones;Casual Wear;Craig;2015-05-20 15:43:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
