GLDay;GLMonth;GLYear;ConfigSKU;SKU;ConfigName;Supplier;Designer;Category;Buyer;Date QCed;01_WHSamples_OUT;02_SampleRoom_IN;03_SampleRoom_TO_studio;04_SampleRoom_FROM_studio;05_SampleRoom_OUT;06_WHSamples_IN
13.0;5.0;2015.0;J8Z65K2;J8Z65K20042;Bedfordshire Double cuff shirt;The Scottish Knitwear Group;Pringle of Scotland;Formal Wear;Craig;2015-05-12 15:04:00;2015-05-12 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;3G9NH66;3G9NH66000M;Benn Jersey.;The Scottish Knitwear Group;Ben Sherman;Casual Wear;Craig;2015-05-13 10:43:00;2015-05-12 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-18 00:00:00;2015-05-18 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;455ZO49;455ZO490034;Burgundy & black tipped blouse;Afrodizzy;edit;Tops;Liezel;2015-05-12 15:04:00;2015-05-12 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-18 00:00:00;2015-05-18 00:00:00;2015-05-29 00:00:00
;;;5FH4D5V;5FH4D5V000M;;;;;;;2015-05-12 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-06-01 00:00:00
1.0;4.0;2015.0;QW22JF8;QW22JF80007;Lace up ankle boot;Footfocus;Moda Scapa;Boots;Kristy;2015-05-15 09:56:00;2015-05-12 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-18 00:00:00;2015-05-18 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;V36TA4D;V36TA4D0034;Mesh inset dress;Kate Jordan Designs Cc;c(inch);Dresses;Clarissa;2015-06-09 13:40:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-18 00:00:00;2015-05-18 00:00:00;2015-05-29 00:00:00
27.0;5.0;2015.0;8RCDW79;8RCDW79OSFA;Metalic striped scarf;Joy Collectables;edit;Scarves;Khanitah;2015-05-29 15:20:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;HHQ59DJ;HHQ59DJ0034;Mesh inset dress;Kate Jordan Designs Cc;c(inch);Dresses;Clarissa;2015-05-13 15:45:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-18 00:00:00;2015-05-18 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;3H52I4D;3H52I4DOSFA;Tribal printed scarf;Joy Collectables;edit;Scarves;Khanitah;2015-06-01 16:06:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;KB2IS58;KB2IS58OSFA;Metalic striped scarf;Joy Collectables;edit;Scarves;Khanitah;2015-05-13 15:58:00;2015-05-13 00:00:00;;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;
13.0;5.0;2015.0;Q1PPA8U;Q1PPA8U000M;Printed Shirt;Scottish Knitwear Group;Ben Sherman;Casual Wear;Craig;2015-05-13 11:52:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;1FIQ29E;1FIQ29E0034;Dress with frill;Kate Jordan Designs Cc;c(inch);Dresses;Clarissa;2015-05-13 11:52:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;
13.0;5.0;2015.0;U488HJA;U488HJA0034;Envelope dress;Kate Jordan Designs Cc;c(inch);Dresses;Clarissa;2015-05-13 11:52:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;48ZU47C;48ZU47C0034;Envelope dress;Kate Jordan Designs Cc;c(inch);Dresses;Clarissa;2015-05-13 11:52:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-06-02 00:00:00
27.0;5.0;2015.0;ZQ62RKY;ZQ62RKY0034;Cody dress;Colleen Eitzen Designs;COLLEEN EITZEN;Dresses;JeanneMarie;2015-05-13 15:58:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;;;2015-06-02 00:00:00
13.0;5.0;2015.0;5264OPV;5264OPV0034;Dress with frill;Kate Jordan Designs Cc;c(inch);Dresses;Clarissa;2015-05-13 11:52:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;
27.0;5.0;2015.0;NT62711;NT62711000M;Blake dress;Michelle Ludek;MICHELLE LUDEK;Dresses;JeanneMarie;2015-06-02 00:00:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
13.0;5.0;2015.0;24HN4E1;24HN4E10034;Envelope dress;Kate Jordan Designs Cc;c(inch);Dresses;Clarissa;2015-05-13 11:52:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;JTQQW84;JTQQW840034;Ponti laser floral dress;Colleen Eitzen Designs;COLLEEN EITZEN;Dresses;JeanneMarie;2015-05-13 15:58:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
13.0;5.0;2015.0;P831OSH;P831OSH0034;Black high neck t-shirt;Kate Jordan Designs Cc;edit;Tops;Liezel;2015-05-13 15:45:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;
13.0;5.0;2015.0;E7FC43U;E7FC43U0034;Mac Millen Jeans;Pringle Of Scotland;Pringle of Scotland;Formal Wear;Craig;2015-05-13 11:52:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
24.0;6.0;2015.0;WSGU271;WSGU271OSFA;Cowl neck Poncho;Michelle Ludek;MICHELLE LUDEK;Jacket & Knitwear;JeanneMarie;2015-06-02 00:00:00;2015-05-13 00:00:00;2015-06-25 16:52:00;2015-06-25 16:52:00;;;2015-06-02 00:00:00
27.0;5.0;2015.0;82T6V36;82T6V36OSFA;Jacky dress;Michelle Ludek;MICHELLE LUDEK;Dresses;JeanneMarie;2015-06-02 00:00:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
27.0;5.0;2015.0;3221B25;3221B25OSFA;Jacky dress;Michelle Ludek;MICHELLE LUDEK;Dresses;JeanneMarie;2015-06-02 00:00:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
13.0;5.0;2015.0;33X8QC4;33X8QC4000M;Alexander V neck.;The Scottish Knitwear Group;Pringle of Scotland;Casual Wear;Craig;2015-05-13 11:52:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-18 00:00:00;2015-05-18 00:00:00;2015-05-29 00:00:00
27.0;5.0;2015.0;6PGC7F5;6PGC7F5OSFA;Stella Dress;Michelle Ludek;MICHELLE LUDEK;Dresses;JeanneMarie;2015-06-02 00:00:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
13.0;5.0;2015.0;RA8C531;RA8C531000M;Mario 1/4 zip;The Scottish Knitwear Group;Pringle of Scotland;Casual Wear;Craig;2015-05-29 15:20:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-18 00:00:00;2015-05-18 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;1D76V5T;1D76V5T000M;Harlem Shirt;The Scottish Knitwear Group;Pringle of Scotland;Formal Wear;Craig;2015-05-13 11:52:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
3.0;6.0;2015.0;Q4HZE86;Q4HZE860007;Ankle boot with buckles;Errol Arendz ;ERROL ARENDZ;Boots;Kristy;2015-05-13 15:45:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-18 00:00:00;2015-05-18 00:00:00;2015-05-29 00:00:00
27.0;5.0;2015.0;21CZ976;21CZ976OSFA;Stella Dress;Michelle Ludek;MICHELLE LUDEK;Dresses;JeanneMarie;2015-06-02 00:00:00;2015-05-13 00:00:00;2015-05-14 00:00:00;2015-05-14 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
20.0;5.0;2015.0;4DYK31Z;4DYK31Z0034;Printed cowl neck top;Kate Jordan Designs Cc;STYLE REPUBLIC;Tops;Liezel;2015-05-29 15:20:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;YFKJO93;YFKJO93324L;Queens jeans - grey sky;PWT Group;;;Craig;;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
3.0;6.0;2015.0;X49B2J9;X49B2J9OSFA;Falke AR 3 - Neutral Runner socks;Proline;FALKE;Men\'S Activewear;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;HZ92YC3;HZ92YC30034;Black lace jumpsuit;Afrodizzy;STYLE REPUBLIC;Dresses;Liezel;2015-05-29 15:20:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;ZR27H78;ZR27H78000M;Fluffy jersey;Chapatti Trading;c(inch);Jacket & Knitwear;Clarissa;2015-05-18 11:20:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
27.0;5.0;2015.0;8HQAPJ5;8HQAPJ5000M;Jasper bamboo sock;The Scottish Knitwear Group;Pringle of Scotland;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
17.0;6.0;2015.0;62L1R34;62L1R34000M;Leo plain sock;The Scottish Knitwear Group;Pringle of Scotland;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;C93YI42;C93YI42000M;langstan argyle sock;The Scottish Knitwear Group;Pringle of Scotland;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;8DF5O91;8DF5O91000M;Granville wallet;The Scottish Knitwear Group;Pringle of Scotland;Bags And Wallets;Bukiwe;2015-05-29 15:20:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;3ZUCO85;3ZUCO85000M;langstan argyle sock;The Scottish Knitwear Group;Pringle of Scotland;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;FER4B4L;FER4B4L000M;langstan argyle sock;The Scottish Knitwear Group;Pringle of Scotland;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
15.0;7.0;2015.0;5XJ34PM;5XJ34PM0034;Stone trench dress;Afrodizzy;edit;Dresses;Liezel;2015-05-15 15:01:00;2015-05-18 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;2015-06-01 00:00:00;2015-06-01 00:00:00;2015-06-02 00:00:00
27.0;5.0;2015.0;81875O8;81875O80034;Stone waterfall coat;Afrodizzy;STYLE REPUBLIC;Jacket & Knitwear;Liezel;2015-05-18 16:08:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
20.0;5.0;2015.0;LPJ466Z;LPJ466Z0034;Red sleeveless cape;Sage;STYLE REPUBLIC;Jacket & Knitwear;Liezel;2015-05-29 15:20:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
27.0;5.0;2015.0;ZZF91UR;ZZF91UR0034;Animal print peplum jacket;Afrodizzy;STYLE REPUBLIC;Jacket & Knitwear;Liezel;2015-05-15 12:13:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-06-01 00:00:00
20.0;5.0;2015.0;D9SLTBM;D9SLTBM0034;Stone cross over frill dress;Afrodizzy;edit;Dresses;Liezel;2015-05-15 11:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;DNX4477;DNX44770034;Pink cross over frill dress;Afrodizzy;edit;Dresses;Liezel;2015-05-15 11:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;C77Q299;C77Q2990034;Black cowl neck top;Kate Jordan Designs Cc;STYLE REPUBLIC;Tops;Liezel;2015-05-15 09:56:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;SB2764R;SB2764R0034;Black pencil dress;Sage;edit;Dresses;Liezel;2015-05-18 15:53:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;O278546;O2785460034;Teal cowl neck top;Kate Jordan Designs Cc;STYLE REPUBLIC;Tops;Liezel;2015-05-15 09:56:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
27.0;5.0;2015.0;YYH7TAA;YYH7TAA0007;Chad 2 tone casual loafers;The Scottish Knitwear Group;Pringle of Scotland;Casual Shoes;Bukiwe;2015-05-15 15:44:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
17.0;6.0;2015.0;422TAD6;422TAD60034;Cael smart belt;The Scottish Knitwear Group;Pringle of Scotland;Belts;Bukiwe;2015-05-15 15:01:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;X1269QP;X1269QP000M;Stone/Black jersey dress;Chapatti ;edit;Dresses;Liezel;2015-05-18 14:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
22.0;4.0;2015.0;5EM2GW1;5EM2GW10007;SL train rs 2.0;Reebok;Reebok;Men\'S Activewear;Bukiwe;2015-05-18 14:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
10.0;6.0;2015.0;5G3L1SK;5G3L1SK0LXL;Flagship.;Rvca Clothing Sa Cc;Stance;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;YP262EB;YP262EB324L;Bronx jeans - used black;PWT Group;;Men\'S Casual Bottoms;Craig;2015-05-18 13:15:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
13.0;5.0;2015.0;542NG4Z;542NG4Z0034;Grey babydoll tunic;Sage;edit;Tops;Liezel;2015-05-19 10:52:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
15.0;4.0;2015.0;E1B2OB8;E1B2OB80007;Chandler;Hush Puppies;Hush Puppies;Casual Shoes;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
20.0;5.0;2015.0;R98ZJ99;R98ZJ990034;White textured fit & flare dress;Kate Jordan Designs Cc;STYLE REPUBLIC;Dresses;Liezel;2015-05-15 10:28:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
27.0;5.0;2015.0;4A45I74;4A45I740034;Nude peplum jacket;Afrodizzy;STYLE REPUBLIC;Jacket & Knitwear;Liezel;2015-05-15 12:13:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
13.0;5.0;2015.0;G3Z7O13;G3Z7O130034;Red hanky hem tunic;Sage;edit;Tops;Liezel;2015-05-18 16:08:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
17.0;6.0;2015.0;1R81I1F;1R81I1F000M;Hendrix pocket square;The Scottish Knitwear Group;Pringle of Scotland;Formal Wear;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
6.0;5.0;2015.0;L3216F2;L3216F20007;Sahara lace up boot;Watson shoes;Grasshoppers;Casual Shoes;Bukiwe;2015-05-15 14:47:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
15.0;4.0;2015.0;YG8GRG3;YG8GRG30007;Ankle boot with toe cap;Miss Black ;Miss Black;Boots;Kristy;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;6G11X4J;6G11X4J00NA;Placemat round Green;Home And Catering Suppliers;Nest;Dining Textiles;Kerry;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;56RJB7T;56RJB7T0034;Ivory waterfall coat;Afrodizzy;STYLE REPUBLIC;Jacket & Knitwear;Liezel;2015-05-18 16:08:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-06-02 00:00:00
6.0;5.0;2015.0;3RV771R;3RV771R0007;Tan Arizona Drifter  boot;Watson shoes;Grasshoppers;Casual Shoes;Bukiwe;2015-05-18 16:08:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;VVM2855;VVM28550007;Bardolf TC Boot;The Scottish Knitwear Group;Pringle of Scotland;Formal Shoes;Bukiwe;2015-05-15 15:44:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;DAD5992;DAD5992000M;Jasper bamboo sock;The Scottish Knitwear Group;Pringle of Scotland;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
;;;HM37F9600M;HM37F9600M;;;;;;;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-06-02 00:00:00
20.0;5.0;2015.0;82T143L;82T143L0034;Charcoal sleeveless cape;Sage;STYLE REPUBLIC;Jacket & Knitwear;Liezel;2015-05-18 16:08:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
15.0;4.0;2015.0;QN8QFVM;QN8QFVM0007;Ankle boot with toe cap;Miss Black ;Miss Black;Boots;Kristy;2015-03-25 15:29:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
10.0;6.0;2015.0;737F4S8;737F4S8000M;Leo plain sock;The Scottish Knitwear Group;Pringle of Scotland;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
17.0;6.0;2015.0;KLP5M3P;KLP5M3P000M;Leo plain sock;The Scottish Knitwear Group;Pringle of Scotland;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;NX99XGO;NX99XGO000M;Pattern striped TC shirt S/S;PWT Group;Shine;Casual Wear;Craig;2015-05-18 13:15:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;N7N944D;N7N944D000M;Animal print Tee S/S;PWT Group;Shine;Casual Wear;Craig;2015-05-18 13:15:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-05-29 00:00:00
29.0;7.0;2015.0;1DF9CZ6;1DF9CZ60034;Black high waisted trouser;Kate Jordan Designs Cc;STYLE REPUBLIC;Bottoms;Liezel;2015-05-15 12:13:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-01 00:00:00
15.0;4.0;2015.0;JMZ62N2;JMZ62N20007;Ankle boot with toe cap;Miss Black ;Miss Black;Boots;Kristy;2015-03-25 15:29:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;Y3EY7XC;Y3EY7XC000M;AOP TC shirt S/S;PWT Group;Shine;Casual Wear;Craig;2015-05-18 13:15:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-25 00:00:00;2015-05-25 00:00:00;2015-06-01 00:00:00
20.0;5.0;2015.0;GC11564;GC115640034;Black sleeveless cape;Sage;STYLE REPUBLIC;Jacket & Knitwear;Liezel;2015-05-18 16:08:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;;;2015-05-29 00:00:00
22.0;4.0;2015.0;514HD99;514HD990007;SL train rs 2.0;Reebok;Reebok;Men\'S Activewear;Bukiwe;2015-05-18 14:00:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
27.0;5.0;2015.0;7Z647U8;7Z647U800NA;SPRING FORM SET 3PC;Home And Catering Suppliers HCS;Bakeware;Bakeware;Kerry;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
10.0;6.0;2015.0;367BH1O;367BH1O0LXL;La Paz.;Rvca Clothing Sa Cc;Stance;Underwear And Socks;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;SD6DCIW;SD6DCIW324L;Queens jeans - metro grey;PWT Group;;Men\'S Casual Bottoms;Craig;2015-05-18 13:15:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-28 00:00:00;2015-05-28 00:00:00;
15.0;4.0;2015.0;46M9A24;46M9A240007;Style;Hush Puppies;Hush Puppies;Casual Shoes;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
3.0;6.0;2015.0;N53221C;N53221COSFA;Falke AR 3 - Neutral Runner;Proline;FALKE;Men\'S Activewear;Bukiwe;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;1WW9YEV;1WW9YEV000M;Loose fit cardigan;Chapatti Trading;c(inch);Jacket & Knitwear;Clarissa;2015-06-11 13:28:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-06-18 00:00:00;2015-06-18 00:00:00;
27.0;5.0;2015.0;62Q428L;62Q428L0034;Black waterfall coat;Afrodizzy;STYLE REPUBLIC;Jacket & Knitwear;Liezel;2015-05-18 16:08:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-06-02 00:00:00
27.0;5.0;2015.0;57HQ979;57HQ97900NA;Grumpy Old Git Mug;P Cronje T/A Big Blue Wholesale;BIG BLUE;Tea & Coffee Accessories;Kerry;2015-06-01 16:06:00;2015-05-18 00:00:00;2015-05-20 00:00:00;2015-05-20 00:00:00;2015-05-21 00:00:00;2015-05-21 00:00:00;2015-06-01 00:00:00
