Order ID,Invoice,Ref,,Status,Tax date,Delivery due,Drop-ship,Contact,Amount,Paid,Actions
,,,,,,,,,,,
PO#282448,,#sasha,All stock items received,Dynaman - Goods received,04 Mar 2015,06 Mar 2015,No,EDIT-CHAPATTI ,"R10,875.60",R0.00,
,,,,,,,,,,,
PO#282421,,#terri,All stock items received,Dynaman - Goods received,04 Mar 2015,06 Mar 2015,No,EDIT-CHAPATTI ,"R10,362.60",R0.00,
,,,,,,,,,,,
PO#282420,,Samples,All stock items received,Dynaman - Goods received,04 Mar 2015,13 Mar 2015,No,Crosshatch ,"R1,813.47",R0.00,
,,,,,,,,,,,
PO#282392,,Samples,All stock items received,Dynaman - Goods received,04 Mar 2015,10 Mar 2015,No,Zulik ,R592.80,R0.00,
,,,,,,,,,,,
PO#282208,,,All stock items received,Dynaman - Goods received,03 Mar 2015,03 Mar 2015,No,Ketz-ke ,"R1,939.91",R0.00,
,,,,,,,,,,,
PO#282151,,,Stock items partially received,Dynaman - Goods Part Received,03 Mar 2015,03 Mar 2015,No,STYLE REPUBLIC-Trigger ,"R1,140.00",R0.00,
,,,,,,,,,,,
PO#282139,,,Stock items partially received,Dynaman - Goods Part Received,03 Mar 2015,04 Mar 2015,No,(C) INCH-Kate Jordan Designs ,"R11,947.20",R0.00,
,,,,,,,,,,,
PO#282095,,Catherine1 February2015/2,All stock items received,PO Emailed To Supplier,03 Mar 2015,05 Mar 2015,No,Cherry Melon ,"R7,660.80",R0.00,
,,,,,,,,,,,
PO#282082,,,Stock items partially received,Dynaman - Goods Part Received,03 Mar 2015,04 Mar 2015,No,(C) INCH-Pink Velvet ,"R17,050.28",R0.00,
,,,,,,,,,,,
PO#281910,,Megan2 April2015/2,Stock items partially received,Dynaman - Goods received,03 Mar 2015,12 Mar 2015,No,edit-ontrend trading ,"R18,468.00",R0.00,
,,,,,,,,,,,
PO#281909,,Megan2 April2015/1,Stock items partially received,Dynaman - Goods received,03 Mar 2015,16 Apr 2015,No,STYLE REPUBLIC-ontrend trading ,"R36,936.00",R0.00,
,,,,,,,,,,,
PO#281880,,PU trim leggings,Stock items partially received,Dynaman - Goods Part Received,03 Mar 2015,04 Mar 2015,No,STYLE REPUBLIC-Kate Jordan ,"R11,286.00",R0.00,
,,,,,,,,,,,
PO#281873,,OS-15.03.03,Stock items partially received,Dynaman - Goods Part Received,03 Mar 2015,08 Mar 2015,No,WAREHOUSE OVERSUPPLY WAREHOUSE OVERSUPPLY,"R25,665.48",R0.00,
,,,,,,,,,,,
PO#281799,,Kelly1 April2015/1,All stock items received,Dynaman - Goods received,03 Mar 2015,23 Mar 2015,No,Charisma Candles ,"R1,691.76",R0.00,
,,,,,,,,,,,
PO#281732,,Khanitah4 March2015/1,All stock items received,Dynaman - Goods received,03 Mar 2015,06 Mar 2015,No,Miglio ,"R13,269.02",R0.00,
,,,,,,,,,,,
PO#281465,,Carrington5 March2015/1,Stock items partially received,Dynaman - Goods received,02 Mar 2015,16 Mar 2015,No,Label Femme LABEL Collections Cc,"R49,897.80",R0.00,
,,,,,,,,,,,
PO#281232,,pencil skirt,Stock items partially received,Dynaman - Goods Part Received,02 Mar 2015,11 Mar 2015,No,STYLE REPUBLIC-Afrodizzy ,"R16,416.00",R0.00,
,,,,,,,,,,,
PO#281220,,glamour box top,Stock items partially received,Dynaman - Goods Part Received,02 Mar 2015,03 Mar 2015,No,STYLE REPUBLIC-Afrodizzy ,"R15,390.00",R0.00,
,,,,,,,,,,,
PO#281182,,oversized shirt,Stock items partially received,Dynaman - Goods Part Received,02 Mar 2015,03 Mar 2015,No,STYLE REPUBLIC-Kate Jordan ,"R13,440.60",R0.00,
,,,,,,,,,,,
PO#281123,,SPS084 - A-line skirt,Stock items partially received,Dynaman - Goods Part Received,02 Mar 2015,04 Mar 2015,No,edit-Pink Velvet ,"R10,944.00",R0.00,
,,,,,,,,,,,
PO#281121,,zendesk-#129875,All stock items received,Dynaman - Goods received,02 Mar 2015,03 Mar 2015,No,St. Goliath ,R809.86,R0.00,
,,,,,,,,,,,
PO#281120,,zendesk-#128832,All stock items received,Dynaman - Goods received,02 Mar 2015,03 Mar 2015,No,Deacon ,R360.01,R0.00,
,,,,,,,,,,,
PO#281119,,Megan1 April2015/2,Stock items partially received,Dynaman - Goods received,02 Mar 2015,08 Apr 2015,No,Isabel De Villiers Isabel De Villiers Clothing,"R132,210.85",R0.00,
,,,,,,,,,,,
PO#281118,,Megan1 April2015/1,Stock items partially received,Dynaman - Goods received,02 Mar 2015,16 Mar 2015,No,Habits Habits Boutique,"R97,281.92",R0.00,
,,,,,,,,,,,
PO#280494,,,-,Draft PO,28 Feb 2015,02 Mar 2015,No,Next ,R0.00,R0.00,
,,,,,,,,,,,
PO#280018,,,Stock items partially received,Dynaman - Goods Part Received,27 Feb 2015,02 Mar 2015,No,(C) INCH-Kate Jordan Designs ,"R46,744.08",R0.00,
,,,,,,,,,,,
PO#280017,,,Stock items partially received,Dynaman - Goods Part Received,27 Feb 2015,02 Mar 2015,No,(C) INCH-Pink Velvet ,"R10,453.80",R0.00,
,,,,,,,,,,,
PO#279937,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279936,,100112209 (Samples),No stock items received,Dynaman - PO Created,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279935,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279929,,,No stock items received,Draft PO,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279920,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279848,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279847,,100116469 (Samples),Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279846,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279844,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279843,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279842,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279836,,,Stock items partially received,Dynaman - Goods Part Received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279817,,Samples,No stock items received,Draft PO,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279793,,PO Samples NR 27 Feb 1,Stock items partially received,Dynaman - Goods received,27 Feb 2015,05 Mar 2015,No,Spree QC QC Team,"R5,057.63",R0.00,
,,,,,,,,,,,
PO#279758,,PO Samples NR 27 Feb,Stock items partially received,Dynaman - Goods received,27 Feb 2015,05 Mar 2015,No,Spree QC QC Team,"R20,410.16",R0.00,
,,,,,,,,,,,
PO#279664,,Diane2 April2015/4,Stock items partially received,Dynaman - Goods received,02 Mar 2015,01 Apr 2015,No,Quiksilver ,"R6,600.04",R0.00,
,,,,,,,,,,,
PO#279663,,Diane2 April2015/3,Stock items partially received,Dynaman - Goods received,02 Mar 2015,01 Apr 2015,No,Roxy ,"R4,320.04",R0.00,
,,,,,,,,,,,
PO#279661,,Diane2 April2015/2,No stock items received,Cancel PO,27 Feb 2015,25 Mar 2015,No,Foot Focus ,"R4,678.56",R0.00,
,,,,,,,,,,,
PO#279659,,Diane2 April2015/1,All stock items received,Dynaman - Goods received,06 Mar 2015,01 Apr 2015,No,Sticky Fudge ,"R2,733.72",R0.00,
,,,,,,,,,,,
PO#279633,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279597,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279589,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279580,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279533,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279532,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279531,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279530,,100167943 (Samples cloned),Stock items partially received,Dynaman - Goods Part Received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279529,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279528,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279527,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279458,,next march #4,Stock items partially received,Dynaman - Goods received,27 Feb 2015,01 Mar 2015,No,Next ,"R138,096.59",R0.00,
,,,,,,,,,,,
PO#279438,,Diane1 April2015/5,No stock items received,Cancel PO,27 Feb 2015,15 Apr 2015,No,Phoebe & Floyd ,"R5,428.68",R0.00,
,,,,,,,,,,,
PO#279408,,Diane1 April2015/5,No stock items received,Cancel PO,27 Feb 2015,02 Mar 2015,No,Phoebe & Floyd ,"R3,307.71",R0.00,
,,,,,,,,,,,
PO#279360,,Catherine April2015/6,Stock items partially received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,Lithe-Trigger ,"R13,680.00",R0.00,
,,,,,,,,,,,
PO#279356,,Catherine April2015/5,Stock items partially received,Dynaman - Goods Part Received,27 Feb 2015,30 Mar 2015,No,edit-Shanny Clothing ,"R82,943.86",R0.00,
,,,,,,,,,,,
PO#279345,,Catherine April2015/4,Stock items partially received,Dynaman - Goods received,27 Feb 2015,10 Apr 2015,No,edit-Shanny Clothing ,"R88,937.80",R0.00,
,,,,,,,,,,,
PO#279343,,Catherine April2015/3,Stock items partially received,Dynaman - Goods received,27 Feb 2015,30 Mar 2015,No,NIKE ,"R20,989.23",R0.00,
,,,,,,,,,,,
PO#279342,,Catherine April2015/2,No stock items received,Draft PO,27 Feb 2015,02 Mar 2015,No,EDIT-CHAPATTI ,"R26,184.24",R0.00,
,,,,,,,,,,,
PO#279338,,Catherine April2015/1,Stock items partially received,Dynaman - Goods received,27 Feb 2015,19 Mar 2015,No,Cherry Melon ,"R35,518.29",R0.00,
,,,,,,,,,,,
PO#279323,,,All stock items received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279322,,100116469 (Samples),Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279317,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279306,,,No stock items received,Draft PO,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279305,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279304,,,Stock items partially received,Dynaman - Goods received,27 Feb 2015,02 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#279251,,Bukiwe April2015/18,All stock items received,Dynaman - Goods received,27 Feb 2015,30 Mar 2015,No,Kingston ,"R38,098.80",R0.00,
,,,,,,,,,,,
PO#279250,,Bukiwe April2015/17,Stock items partially received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,Herschel ,"R24,692.40",R0.00,
,,,,,,,,,,,
PO#279249,,Bukiwe April2015/16,All stock items received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,KG ,"R4,514.40",R0.00,
,,,,,,,,,,,
PO#279248,,Bukiwe April2015/15,All stock items received,Dynaman - Goods received,27 Feb 2015,16 Mar 2015,No,Stance ,"R3,720.01",R0.00,
,,,,,,,,,,,
PO#279247,,Bukiwe April2015/14,Stock items partially received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,NIKE ,"R168,950.58",R0.00,
,,,,,,,,,,,
PO#279246,,Bukiwe April2015/13,Stock items partially received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,Edited-chapatti ,"R10,260.00",R0.00,
,,,,,,,,,,,
PO#279245,,Bukiwe April2015/12,All stock items received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,Style Republic-CHAPATTI ,"R7,432.80",R0.00,
,,,,,,,,,,,
PO#279244,,Bukiwe April2015/11,Stock items partially received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,Reebok ,"R13,584.24",R0.00,
,,,,,,,,,,,
PO#279243,,Bukiwe April2015/10,Stock items partially received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,Anton Fabi ,"R14,535.00",R0.00,
,,,,,,,,,,,
PO#279242,,Bukiwe April2015/9,Stock items partially received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,Grasshoppers ,"R22,093.20",R0.00,
,,,,,,,,,,,
PO#279241,,Bukiwe April2015/8,Stock items partially received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,Xcalibur ,"R5,095.80",R0.00,
,,,,,,,,,,,
PO#279240,,Bukiwe April2015/7,Stock items partially received,Dynaman - Goods received,27 Feb 2015,16 Mar 2015,No,Ben Sherman ,"R6,292.80",R0.00,
,,,,,,,,,,,
PO#279239,,Bukiwe April2015/6,Stock items partially received,Dynaman - Goods Part Received,27 Feb 2015,23 Mar 2015,No,C Squared ,"R4,560.00",R0.00,
,,,,,,,,,,,
PO#279238,,Bukiwe April2015/5,All stock items received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,New Balance ,"R22,558.20",R0.00,
,,,,,,,,,,,
PO#279237,,Bukiwe April2015/4,Stock items partially received,Dynaman - Goods received,27 Feb 2015,16 Mar 2015,No,Pringle of Scotland The Scottish Knitwear-pringle,"R7,455.60",R0.00,
,,,,,,,,,,,
PO#279236,,Bukiwe April2015/3,Stock items partially received,Dynaman - Goods received,27 Feb 2015,30 Mar 2015,No,Converse Skye Distribution,"R19,970.76",R0.00,
,,,,,,,,,,,
PO#279235,,Bukiwe April2015/2,All stock items received,Dynaman - Goods received,27 Feb 2015,16 Mar 2015,No,AVANTGARDE Meltrade 33 Cc / Avanglion,"R6,840.00",R0.00,
,,,,,,,,,,,
PO#279234,,Bukiwe April2015/1,Stock items partially received,Dynaman - Goods received,27 Feb 2015,23 Mar 2015,No,Asics ,"R40,985.28",R0.00,
,,,,,,,,,,,
PO#279052,,,All stock items received,Dynaman - Goods received,26 Feb 2015,06 Mar 2015,No,S Bacher & Co ,"R3,108.00",R0.00,
,,,,,,,,,,,
PO#278957,,100150855 (Samples),Stock items partially received,Dynaman - Goods received,26 Feb 2015,01 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#278930,,,Stock items partially received,Dynaman - Goods received,26 Feb 2015,01 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#278918,,,Stock items partially received,Dynaman - Goods received,26 Feb 2015,01 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#278873,,,Stock items partially received,Dynaman - Goods received,26 Feb 2015,01 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#278866,,,Stock items partially received,Dynaman - Goods received,26 Feb 2015,01 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#278864,,SPS083,Stock items partially received,Dynaman - Goods Part Received,26 Feb 2015,02 Mar 2015,No,edit-Pink Velvet ,"R11,286.00",R0.00,
,,,,,,,,,,,
PO#278802,,Jean1 April2015/12,No stock items received,Cancel PO,26 Feb 2015,04 Mar 2015,No,Mishmash ,"R46,373.85",R0.00,
,,,,,,,,,,,
PO#278801,,Jean1 April2015/11,Stock items partially received,Dynaman - Goods received,26 Feb 2015,16 Mar 2015,No,Suzanne Betro ,"R114,514.64",R0.00,
,,,,,,,,,,,
PO#278800,,Jean1 April2015/10,Stock items partially received,Dynaman - Goods received,26 Feb 2015,01 Mar 2015,No,Smash ,"R19,601.46",R0.00,
,,,,,,,,,,,
PO#278799,,Jean1 April2015/9,Stock items partially received,Dynaman - Goods received,26 Feb 2015,06 Apr 2015,No,Lizzy ,"R64,165.68",R0.00,
,,,,,,,,,,,
PO#278798,,Jean1 April2015/8,Stock items partially received,Dynaman - Goods received,26 Feb 2015,14 Apr 2015,No,RIP CURL ,"R21,947.14",R0.00,
,,,,,,,,,,,
PO#278796,,Jean1 April2015/6,All stock items received,Dynaman - Goods received,26 Feb 2015,06 Apr 2015,No,Pringle of Scotland The Scottish Knitwear-pringle,"R25,076.58",R0.00,
,,,,,,,,,,,
PO#278795,,Jean1 April2015/5,Stock items partially received,Dynaman - Goods received,26 Feb 2015,16 Mar 2015,No,Revenge ,"R72,293.10",R0.00,
,,,,,,,,,,,
PO#278794,,Jean1 April2015/4,All stock items received,Dynaman - Goods received,26 Feb 2015,06 Apr 2015,No,Levi's Levi Strauss South Africa,"R12,477.80",R0.00,
,,,,,,,,,,,
PO#278793,,Jean1 April2015/3,Stock items partially received,Dynaman - Goods received,26 Feb 2015,23 Mar 2015,No,Slick ,"R58,311.00",R0.00,
,,,,,,,,,,,
PO#278792,,Jean1 April2015/2,Stock items partially received,Dynaman - Goods received,26 Feb 2015,30 Mar 2015,No,Guess The House Of Busby,"R25,798.38",R0.00,
,,,,,,,,,,,
PO#278791,,Jean1 April2015/1,Stock items partially received,Dynaman - Goods received,26 Feb 2015,16 Mar 2015,No,G.COUTURE Toledo Clothing T/a G Couture,"R127,480.50",R0.00,
,,,,,,,,,,,
PO#278674,,SPR202L - kitty bow blouse,Stock items partially received,Dynaman - Goods received,26 Feb 2015,04 Mar 2015,No,edit-Posse Clothing Edit-posse Clothing,"R19,949.16",R0.00,
,,,,,,,,,,,
PO#278672,,OS-26.02.15,Stock items partially received,Dynaman - Goods received,26 Feb 2015,03 Mar 2015,No,WAREHOUSE OVERSUPPLY WAREHOUSE OVERSUPPLY,"R30,086.33",R0.00,
,,,,,,,,,,,
PO#278614,,Diane1 April2015/5,No stock items received,Dynaman - PO Created,27 Feb 2015,25 Mar 2015,No,Phoebe & Floyd ,"R7,714.38",R0.00,
,,,,,,,,,,,
PO#278597,,,All stock items received,Dynaman - Goods received,26 Feb 2015,09 Mar 2015,No,ICON Beauty ,"R18,565.31",R0.00,
,,,,,,,,,,,
PO#278552,,Returns Queries 2 Grethe 26/02,Stock items partially received,Dynaman - Goods received,26 Feb 2015,04 Mar 2015,No,Spree QC QC Team,"R34,851.72",R0.00,
,,,,,,,,,,,
PO#278551,,Returns Queries Grethe 26/02,Stock items partially received,Dynaman - Goods received,26 Feb 2015,04 Mar 2015,No,Spree QC QC Team,"R37,651.96",R0.00,
,,,,,,,,,,,
PO#278550,,Craig1 October2014/2,All stock items received,Dynaman - Goods received,26 Feb 2015,01 Mar 2015,No,Native Youth ,R508.90,R0.00,
,,,,,,,,,,,
PO#278546,,Willem7 November2014/2,Stock items partially received,Dynaman - Goods Part Received,26 Feb 2015,02 Mar 2015,No,K-Star Shoezgroup,"R2,643.16",R0.00,
,,,,,,,,,,,
PO#278545,,Willem7 November2014/1,No stock items received,Cancel PO,26 Feb 2015,01 Mar 2015,No,Stance ,"R9,360.03",R0.00,
,,,,,,,,,,,
PO#278544,,Catherine1 January2015/1,All stock items received,Dynaman - Goods received,26 Feb 2015,01 Mar 2015,No,edit-hk xiaopin finery ,"R3,299.97",R0.00,
,,,,,,,,,,,
PO#277279,,PO Samples NR 23 Feb 1,Stock items partially received,Dynaman - Goods received,24 Feb 2015,02 Mar 2015,No,Spree QC QC Team,"R20,572.61",R0.00,
,,,,,,,,,,,
PO#277191,,PO Samples NR 23 Feb,Stock items partially received,Dynaman - Goods received,24 Feb 2015,02 Mar 2015,No,Spree QC QC Team,"R37,018.92",R0.00,
,,,,,,,,,,,
PO#277189,,Kelly April2015/6,All stock items received,Dynaman - Goods received,24 Feb 2015,30 Mar 2015,No,Treasury-Transnatal Cut Glass ,R670.32,R0.00,
,,,,,,,,,,,
PO#277188,,Kelly April2015/5,All stock items received,Dynaman - Goods received,24 Feb 2015,07 Apr 2015,No,SA Greetings ,"R1,051.38",R0.00,
,,,,,,,,,,,
PO#277187,,Kelly April2015/4,All stock items received,Dynaman - Goods received,24 Feb 2015,16 Mar 2015,No,Treasury-Tonia Zorbas ,R350.55,R0.00,
,,,,,,,,,,,
PO#277186,,Kelly April2015/3,Stock items partially received,Dynaman - Goods Part Received,24 Feb 2015,30 Mar 2015,No,Terra Brands ,"R11,286.00",R0.00,
,,,,,,,,,,,
PO#277185,,Kelly April2015/2,All stock items received,Dynaman - Goods received,24 Feb 2015,06 Apr 2015,No,NB Publishers ,"R2,736.00",R0.00,
,,,,,,,,,,,
PO#277184,,Kelly April2015/1,Stock items partially received,Dynaman - Goods received,24 Feb 2015,30 Mar 2015,No,Decorative Details ,"R2,565.00",R0.00,
,,,,,,,,,,,
PO#277183,,Stock sent back from WH,All stock items received,Dynaman - Goods received,24 Feb 2015,09 Mar 2015,No,Guess The House Of Busby,"R1,060.44",R0.00,
,,,,,,,,,,,
PO#277132,,missing POs,No stock items received,Dynaman - PO Created,24 Feb 2015,06 Mar 2015,No,STYLE REPUBLIC-Posse STYLE REPUBLIC-Posse clothing,"R6,717.52",R0.00,
,,,,,,,,,,,
PO#277121,,OS-24.02.15,Stock items partially received,Dynaman - Goods received,24 Feb 2015,01 Mar 2015,No,WAREHOUSE OVERSUPPLY WAREHOUSE OVERSUPPLY,"R25,129.81",R0.00,
,,,,,,,,,,,
PO#277120,,,-,Draft PO,24 Feb 2015,01 Mar 2015,No,WAREHOUSE OVERSUPPLY WAREHOUSE OVERSUPPLY,R0.00,R0.00,
,,,,,,,,,,,
PO#277102,,Catherine March2015/6,Stock items partially received,Dynaman - Goods Part Received,24 Feb 2015,13 Mar 2015,No,edit - Shanny Clothing ,"R64,734.90",R0.00,
,,,,,,,,,,,
PO#276977,,Beauty March2015/52,No stock items received,PO Emailed To Supplier,24 Feb 2015,02 Mar 2015,No,Revlon ,"R5,223.83",R0.00,
,,,,,,,,,,,
PO#276680,,Craig4 March2015/1,Stock items partially received,Dynaman - Goods received,23 Feb 2015,25 Mar 2015,No,Brooksfield ,"R44,688.00",R0.00,
,,,,,,,,,,,
PO#276678,,Returns Queries Grethe 23/02,Stock items partially received,Dynaman - Goods received,23 Feb 2015,01 Mar 2015,No,Spree QC QC Team,"R37,481.42",R0.00,
,,,,,,,,,,,
PO#276677,,,-,Draft PO,23 Feb 2015,01 Mar 2015,No,Spree QC QC Team,R0.00,R0.00,
,,,,,,,,,,,
PO#276676,,,-,Draft PO,23 Feb 2015,01 Mar 2015,No,Spree QC QC Team,R0.00,R0.00,
,,,,,,,,,,,
PO#276675,,,-,Draft PO,23 Feb 2015,01 Mar 2015,No,Spree QC QC Team,R0.00,R0.00,
,,,,,,,,,,,
PO#276674,,,-,Draft PO,23 Feb 2015,01 Mar 2015,No,Spree QC QC Team,R0.00,R0.00,
,,,,,,,,,,,
PO#276673,,,-,Draft PO,23 Feb 2015,01 Mar 2015,No,Spree QC QC Team,R0.00,R0.00,
,,,,,,,,,,,
PO#276655,,WMAR: Trench coat,Stock items partially received,Dynaman - Goods Part Received,23 Feb 2015,11 Mar 2015,No,edited-Posse ,"R26,970.12",R0.00,
,,,,,,,,,,,
PO#276557,,Kerry April2015/13,All stock items received,Dynaman - Goods received,23 Feb 2015,30 Mar 2015,No,MIC ,"R12,973.20",R0.00,
,,,,,,,,,,,
PO#276556,,Kerry April2015/12,No stock items received,Dynaman - PO Created,23 Feb 2015,30 Mar 2015,No,HCS ,"R1,760.22",R0.00,
,,,,,,,,,,,
PO#276555,,Kerry April2015/11,Stock items partially received,Dynaman - Goods received,23 Feb 2015,23 Mar 2015,No,Decorative Details ,"R6,669.00",R0.00,
,,,,,,,,,,,
PO#276554,,Kerry April2015/10,All stock items received,Dynaman - Goods received,23 Feb 2015,18 Mar 2015,No,Blend SA ,"R2,394.00",R0.00,
,,,,,,,,,,,
PO#276553,,Kerry April2015/9,Stock items partially received,Dynaman - Goods Part Received,23 Feb 2015,23 Mar 2015,No,Balducci ,"R4,719.60",R0.00,
,,,,,,,,,,,
PO#276552,,Kerry April2015/8,All stock items received,Dynaman - Goods received,23 Feb 2015,30 Mar 2015,No,Transnatal Cut Glass MNF PTY LTD ,"R2,670.45",R0.00,
,,,,,,,,,,,
PO#276551,,Kerry April2015/7,All stock items received,Dynaman - Goods received,23 Feb 2015,23 Mar 2015,No,Eurolux ,"R2,886.48",R0.00,
,,,,,,,,,,,
PO#276550,,Kerry April2015/6,No stock items received,PO Emailed To Supplier,23 Feb 2015,23 Mar 2015,No,Colibri ,"R4,623.84",R0.00,
,,,,,,,,,,,
PO#276549,,Kerry April2015/5,No stock items received,PO Emailed To Supplier,23 Feb 2015,07 Apr 2015,No,Tassels & Treasures ,"R2,713.20",R0.00,
,,,,,,,,,,,
PO#276548,,Kerry April2015/4,Stock items partially received,Dynaman - Goods Part Received,23 Feb 2015,07 Apr 2015,No,Pamper Hamper ,"R1,199.96",R0.00,
,,,,,,,,,,,
PO#276547,,Kerry April2015/3,Stock items partially received,Dynaman - Goods received,23 Feb 2015,30 Mar 2015,No,Maxwell Williams ,"R8,624.10",R0.00,
,,,,,,,,,,,
PO#276546,,Kerry April2015/2,All stock items received,Dynaman - Goods received,23 Feb 2015,19 Mar 2015,No,Amelia Jackson ,"R3,119.90",R0.00,
,,,,,,,,,,,
PO#276545,,Kerry April2015/1,Stock items partially received,Dynaman - Goods Part Received,23 Feb 2015,16 Mar 2015,No,Biggie Best Biggie Best Pty Ltd,"R23,516.53",R0.00,
,,,,,,,,,,,
PO#276536,,Khanitah April2015/1,Stock items partially received,Dynaman - Goods received,23 Feb 2015,10 Apr 2015,No,Jacoba ,"R58,368.00",R0.00,
,,,,,,,,,,,
PO#276398,,WMAR: Work Blazer,Stock items partially received,Dynaman - Goods received,23 Feb 2015,30 Mar 2015,No,STYLE REPUBLIC-Posse STYLE REPUBLIC-Posse clothing,"R17,475.06",R0.00,
,,,,,,,,,,,
PO#276397,,WMAR: Overcoat,All stock items received,Dynaman - Goods received,23 Feb 2015,09 Mar 2015,No,edited-Posse ,"R27,154.80",R0.00,
,,,,,,,,,,,
PO#276396,,WMAR: Double breasted peacoat,All stock items received,Dynaman - Goods received,23 Feb 2015,09 Mar 2015,No,edited-Posse ,"R25,080.00",R0.00,
,,,,,,,,,,,
